0.5	0	0	0	0	1	0	0.416667	0	0.344231	0	0	0	0	0	0	1	0	0.553333	0	0	0	0	0.340909	0	0	1	0	0	0	0	1	0	0	0	1	0
0.6	1	0	1	0	0	0	0.416667	0	0.319231	0	0	0	0	1	0	0	0	0.333333	0	0	0	0	0.295455	0	0	0	0	1	0	1	0	0	0	1	1	0
0.62	1	0	0	0	1	0	0.5	0	0	1	0	0	0	1	0	0	0	0.533333	0	0	0	0	0.295455	0	0	0	0	1	0	0	0	0	0	1	1	0
0.62	1	0	0	1	0	0	0.416667	0	0.448077	0	0	0	0	1	0	0	0	0.4	0	0	1	0	0.409091	0	0	1	0	0	0	1	1	0	0	0	1	0
0.32	0	0	0	1	0	0	0.233333	0	0.107692	0	0	0	0	1	0	0	0	0.766667	0	0	0	0	0.363636	0	0	1	0	0	0	0	1	0	0	0	1	0
0.52	1	0	0	1	0	0	0.375	0	0.361538	0	0	0	0	0	0	1	0	0.613333	0	0	0	0	0.352273	0	0	0	1	0	0.333333	0	1	0	0	0	1	0
0.24	1	1	0	0	0	0	0.5	0	0.219231	0	0	0	0	1	0	0	0	0.786667	0	0	1	0	0.454545	0	1	0	0	0	0	0	0	0	1	0	1	0
0.58	1	0	0	0	1	0	0.433333	0	0.234615	0	0	0	0	1	0	0	0	0.72	0	0	1	0	0.295455	0	1	0	0	0	0	0	0	0	1	0	1	0
0.72	0	0	0	1	0	0	0.5	0	0.438462	0	0	0	0	1	0	0	0	0.486667	0	0	0	0	0.318182	0	1	0	0	0	0	0	0	0	1	0	1	0
0.66	0	0	1	0	0	0	0.5	0	0.409615	0	0	1	0	1	0	0	0	0.4	0	0	1	0	0.295455	0	0	0	0	1	0	1	0	0	1	0	1	0
0.6	1	0	1	0	0	0	0.375	0	0.259615	0	0	0	0	1	0	0	0	0.56	0	0	0	0	0.340909	0	0	1	0	0	0	1	0	0	1	0	1	0
0.16	1	0	0	1	0	0	0.266667	0	0.490385	0	0	0	0	1	0	0	0	0.826667	0	0	0	0	0.409091	0	0	1	0	0	0	1	1	0	0	0	1	0
0.2	0	0	1	0	0	0	0.333333	0	0.365385	0	0	0	1	1	0	0	0	0.46	0	0	0	0	0.295455	0	0	0	0	1	0	1	0	0	0	1	1	0
0.46	1	0	1	0	0	0	0.375	0	0.198077	0	0	0	0	1	0	0	0	0.566667	0	0	0	0	0.295455	0	0	0	0	1	0	1	0	0	0	1	1	0
0.48	1	0	1	0	0	0	0.666667	0	0.213462	0	0	0	0	1	0	0	0	0.7	0	0	0	0	0.295455	0	0	0	0	1	0	1	0	0	0	1	1	0
0.5	1	0	0	1	0	0	0.625	0	0.173077	0	0	1	0	0	1	0	0	0.666667	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	1	0
0.52	1	0	0	1	0	0	0	1	0.226923	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	1	0
0.28	0	0	0	0	1	0	0.183333	0	0.346154	0	0	0	0	0	0	1	0	0.413333	0	0	0	0	0.363636	0	0	1	0	0	0	0	1	0	0	0	1	0
0.82	1	0	0	1	0	0	0	1	0.357692	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	1	0
0.48	1	0	0	0	1	0	0.233333	0	0.284615	0	0	1	0	1	0	0	0	0.58	0	0	0	0	0.306818	0	1	0	0	0	1	0	0	0	1	0	1	0
0.08	0	0	1	0	0	0	0.208333	0	0.217308	0	0	0	0	1	0	0	0	0.7	0	0	0	0	0.295455	0	0	0	0	1	0	1	0	0	0	1	1	0
0.58	0	0	0	0	1	0	0.333333	0	0.517308	0	0	0	0	1	0	0	0	0.686667	0	0	1	0	0.363636	0	1	0	0	0	0	0	1	0	0	0	1	0
0.32	1	0	0	0	1	0	0.583333	0	0.628846	0	0	0	0	1	0	0	0	0.733333	0	0	0	0	0.295455	0	0	0	0	1	0	1	0	0	0	1	1	0
0.72	0	0	0	0	1	0	0.416667	0	0.419231	0	0	0	0	1	0	0	0	0.413333	0	0	0	0	0.522727	0	0	1	0	0	0.666667	0	1	0	0	0	1	0
0.52	1	0	0	0	1	0	0.583333	0	0.538462	0	0	0	0	0	1	0	0	0.493333	0	0	0	0	0.409091	0	1	0	0	0	0	1	0	0	0	1	1	0
0.3	0	0	0	1	0	0	0.583333	0	0	1	0	0	0	1	0	0	0	0.766667	0	0	0	0	0.295455	0	0	0	0	1	0	1	1	0	0	0	1	0
0.52	0	0	1	0	0	0	0.583333	0	0.278846	0	0	0	0	1	0	0	0	0.466667	0	0	0	0	0.295455	0	0	0	0	1	0	1	0	0	0	1	1	0
0.94	1	0	0	0	1	0	0.666667	0	0.432692	0	0	1	0	1	0	0	0	0.346667	0	0	1	0	0.522727	0	0	0	1	0	0	1	0	0	1	0	1	0
0.18	0	0	0	1	0	0	0.416667	0	0.242308	0	0	0	0	1	0	0	0	0.546667	0	0	0	0	0.295455	0	0	0	0	1	0	1	0	0	0	1	1	0
0.28	1	0	0	1	0	0	0.333333	0	0.298077	0	0	1	0	1	0	0	0	0.893333	0	0	0	0	0.386364	0	0	0	1	0	0	0	0	0	1	0	1	0
0.58	1	0	0	1	0	0	0.583333	0	0.0788462	0	0	1	0	1	0	0	0	0.753333	0	0	0	0	0.318182	0	1	0	0	0	0.333333	0	0	0	1	0	1	0
0.68	1	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	1	0
0.4	1	0	0	1	0	0	0.25	0	0.242308	0	0	0	0	1	0	0	0	0.52	0	0	0	0	0.295455	0	0	0	0	1	0	1	0	1	0	0	1	0
0.18	1	0	1	0	0	0	0.416667	0	0.380769	0	0	0	0	0	1	0	0	0.253333	0	0	0	0	0.295455	0	0	0	0	1	0	1	0	0	0	1	1	0
0.62	1	0	1	0	0	0	0.5	0	0.261538	0	0	0	0	1	0	0	0	0.693333	0	0	1	0	0.295455	0	1	0	0	0	0	0	1	0	0	0	1	0
0.64	0	1	0	0	0	0	0.583333	0	0.298077	0	0	0	0	1	0	0	0	0.74	0	0	0	0	0.397727	0	1	0	0	0	0	0	1	0	0	0	1	0
0.78	0	0	0	0	1	0	0.216667	0	0.265385	0	0	0	0	1	0	0	0	0.546667	0	0	0	0	0.329545	0	1	0	0	0	0.666667	0	1	0	0	0	1	0
0.52	0	0	1	0	0	0	0.333333	0	0.361538	0	0	0	0	1	0	0	0	0.6	0	0	0	0	0.465909	0	0	1	0	0	0	1	0	0	0	1	1	0
0.46	1	0	0	0	1	0	0.5	0	0.338462	0	0	0	0	0	0	1	0	0.84	0	0	1	0	0.295455	0	1	0	0	0	0	0	1	0	0	0	1	0
0.38	1	0	0	1	0	0	0.416667	0	0.323077	0	0	0	0	1	0	0	0	0.793333	0	0	0	0	0.295455	0	1	0	0	0	0	0	1	0	0	0	1	0
0.68	1	0	0	1	0	0	0.416667	0	0.280769	0	0	0	0	1	0	0	0	0.573333	0	0	0	0	0.5	0	0	1	0	0	1	0	0	0	1	0	1	0
0.36	0	0	0	1	0	0	0.516667	0	0.176923	0	0	0	0	0	0	1	0	0.666667	0	0	1	0	0.454545	0	0	0	1	0	0	0	1	0	0	0	1	0
0.44	1	0	1	0	0	0	0.5	0	0.251923	0	0	0	0	1	0	0	0	0.733333	0	0	0	0	0.295455	0	0	0	0	1	0	1	1	0	0	0	1	0
0.56	1	0	1	0	0	0	0.383333	0	0.155769	0	0	0	0	0	1	0	0	0.533333	0	0	0	0	0.295455	0	0	0	0	1	0	1	0	0	0	1	1	0
0.7	1	0	1	0	0	0	0	1	0.153846	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	1	0
0.6	0	0	0	1	0	0	0.333333	0	0.490385	0	0	0	0	1	0	0	0	0.746667	0	0	0	0	0.295455	0	1	0	0	0	0	0	1	0	0	0	1	0
0.52	1	0	1	0	0	0	0.333333	0	0.294231	0	0	0	0	1	0	0	0	0.626667	0	0	0	0	0.295455	0	0	0	0	1	0	1	0	0	0	1	1	0
0.4	0	0	1	0	0	0	0	1	0.428846	0	0	0	0	0	1	0	0	0	1	0	0	1	0.522727	0	1	0	0	0	0	1	0	0	0	1	1	0
0.4	0	0	0	0	1	0	0.583333	0	0.273077	0	0	0	0	1	0	0	0	0.466667	0	0	1	0	0.409091	0	0	1	0	0	0	1	0	0	0	1	1	0
0.56	1	0	0	1	0	0	0.416667	0	0.367308	0	0	0	0	1	0	0	0	0.453333	0	0	1	0	0.409091	0	1	0	0	0	0	1	0	1	0	0	1	0
0.8	1	0	0	0	1	0	0.533333	0	0.207692	0	0	1	0	1	0	0	0	0.54	0	0	0	0	0.681818	0	0	1	0	0	0.666667	0	0	0	1	0	0	1
0.3	1	0	0	0	1	0	0.5	0	0	1	0	0	0	0	1	0	0	0.533333	0	0	1	0	0.352273	0	1	0	0	0	0	1	0	0	1	0	0	1
0.26	1	0	0	0	1	0	0.25	0	0.167308	0	0	0	0	0	0	1	0	0.653333	0	0	0	0	0.295455	0	1	0	0	0	0	0	0	0	1	0	0	1
0.64	1	0	0	0	1	0	0.416667	0	0.194231	0	0	1	0	0	1	0	0	0.533333	0	0	1	0	0.352273	0	0	1	0	0	0	1	0	0	0	1	0	1
0.7	1	0	0	0	1	0	0.25	0	0.321154	0	0	0	0	0	1	0	0	0.533333	0	0	1	0	0.522727	0	0	1	0	0	0	1	0	0	0	1	0	1
0.62	1	1	0	0	0	0	0.666667	0	0.361538	0	0	0	0	0	0	1	0	0.433333	0	0	0	0	0.295455	0	1	0	0	0	0	0	1	0	0	0	0	1
0.78	1	0	0	0	1	0	0.333333	0	0.276923	0	0	0	0	0	0	1	0	0.46	0	0	1	0	0.590909	0	0	1	0	0	0.666667	0	0	0	1	0	0	1
0.58	1	0	0	0	1	0	0.25	0	0.480769	0	0	0	0	1	0	0	0	0.553333	0	0	1	0	0.636364	0	0	1	0	0	0.333333	0	0	0	1	0	0	1
0.32	1	0	0	0	1	0	0.416667	0	0.394231	0	0	0	0	1	0	0	0	0.266667	0	0	1	0	0.522727	0	0	1	0	0	0	1	0	0	0	1	0	1
0.64	1	0	0	0	1	0	0.308333	0	0.278846	0	0	1	0	1	0	0	0	0.666667	0	0	1	0	0.454545	0	1	0	0	0	0.666667	0	0	0	1	0	0	1
0.7	1	0	0	0	1	0	0.416667	0	0.471154	0	0	1	0	0	0	1	0	0.48	0	0	1	0	0.5	0	1	0	0	0	1	0	0	0	1	0	0	1
0.16	1	0	0	0	1	0	0.25	0	0	1	0	0	1	1	0	0	0	0.433333	0	0	1	0	0.409091	0	0	1	0	0	0	1	0	1	0	0	0	1
0.4	1	0	0	1	0	0	0.433333	0	0.259615	0	0	1	0	0	1	0	0	0.68	0	0	0	0	0.295455	0	0	0	0	1	0	1	0	1	0	0	0	1
0.98	1	0	0	0	1	0	0.366667	0	0.165385	0	0	0	0	0	1	0	0	0.333333	0	0	1	0	0.522727	0	1	0	0	0	0	1	0	0	0	1	0	1
